     a                  b                  c                   d               e                f
    0.029141         0.02443         0.060524          13.597561         -5.731708         4.329268
    0.036399         0.014075         0.035333          21.158537         -1.768293         5.884147
    0.05158         0.084502         0.000532          12.560976         -2.560976         10.670732
    0.027983         0.103344         -0.055043          -2.530488         -4.359756         11.52439
    0.041331         0.027011         -0.044425          -9.786586         -6.79878         8.170732
    0.046542         -0.002415         -0.021478          -8.292683         -8.292683         10.365854
    0.037038         0.046701         0.04356          -2.378049         -8.719512         11.615854
    0.021623         0.012947         0.060629          1.463415         -7.286585         10.487805
    -0.002819         0.065826         0.069793          2.591464         -4.02439         9.603659
    -0.037021         0.088403         0.026733          -2.5         -3.109756         7.195122
    -0.072976         0.079121         -0.022364          -12.378049         -2.957317         3.658537
    -0.064826         0.040055         -0.023751          -15.823171         -2.835366         -1.310976
    -0.048931         0.020325         -0.004547          -9.481708         -1.737805         -5
    -0.058872         0.004932         -0.009302          -0.884146         -0.243902         -5.792683
    -0.087722         0.038516         0.014824          6.615854         2.195122         -6.52439
    -0.095959         0.029055         0.010492          11.097561         5.091464         -10.213415
    -0.102158         0.040431         -0.02227          9.115854         7.103659         -13.109756
    -0.061609         -0.007499         -0.049652          7.408537         8.506098         -16.036585
    -0.045381         0.027009         -0.050269          10.579268         8.719512         -16.981709
    -0.037672         -0.015502         -0.044902          13.932927         8.262196         -18.597561
    -0.033067         -0.00205         -0.023422          13.567074         8.628049         -18.079269
    -0.003798         -0.02371         0.003919          13.414635         10.823171         -20.457317
    0.031142         -0.033812         -0.03749          12.987805         11.189025         -22.347561
    0.058507         -0.008495         0.001063          13.719513         10.213415         -22.469513
    0.09036         -0.044296         0.027803          16.006098         10.487805         -23.323172
    0.116234         -0.038952         0.081032          16.280489         11.52439         -22.987806
    0.148065         -0.123349         0.078497          6.79878         9.420732         -20.731709
    0.1706         -0.129734         0.068462          -4.207317         7.408537         -13.780488
    0.139801         -0.107889         0.026449          -9.573171         6.310976         -4.29878
    0.085083         -0.062678         -0.048958          -7.957317         5.54878         3.079268
    0.024902         0.023685         -0.048737          -0.152439         4.420732         7.408537
    -0.00332         0.03262         0.011206          -0.030488         4.390244         6.859756
    -0.00832         -0.000076         0.033574          -15.152439         4.359756         6.890244
    -0.032047         -0.010022         -0.019234          -28.475611         4.481708         8.170732
    -0.050833         0.00292         -0.080231          -27.37805         4.268293         8.810976
    -0.076604         0.042766         -0.06399          -13.323171         3.47561         10.54878
    -0.065385         0.075424         -0.036348          -2.682927         1.432927         9.786586
    -0.065589         0.065026         -0.03611          -1.219512         -2.5         8.658537
    -0.066924         0.081904         -0.009747          -6.463415         -7.042683         8.292683
    -0.057446         0.100875         0.00978          -8.018292         -9.268293         5.243903
    -0.036191         0.098278         0.010559          1.006098         -9.634147         -1.006098
    -0.013914         0.098544         -0.032178          7.77439         -11.310976         -6.310976
    0.003322         0.007351         0.201211          0.579268         -11.615854         -10.182927
    0.001681         -0.060525         0.145148          -8.292683         -1.189024         -12.256098
    -0.033811         -0.002522         0.055767          2.378049         7.073171         -14.268293
    0.004982         -0.013346         0.008481          13.993903         13.993903         -19.87805
    0.003595         0.038152         -0.038137          15.97561         17.134148         -19.969513
    -0.018999         0.029545         -0.068596          15         16.79878         -22.591463
    -0.026137         -0.002341         -0.052337          9.878049         13.47561         -24.786587
    -0.025597         -0.066716         -0.055346          0.884146         10.121951         -24.908537
    -0.026727         -0.094389         -0.038418          0.121951         9.481708         -23.384148
    -0.02021         -0.089964         -0.016086          6.737805         10.152439         -21.25
    -0.028082         -0.059471         -0.020681          15.152439         10.396341         -17.682928
    -0.032622         -0.020038         -0.032951          21.219513         9.329268         -15.060976
    -0.017504         -0.040054         -0.033002          16.707317         6.768293         -12.469513
    0.005333         0.012488         -0.026987          4.359756         2.134146         -7.865854
    0.022626         -0.047041         -0.032137          -2.987805         -0.97561         -6.280488
    0.044272         -0.044468         -0.01028          0.152439         -2.164634         -2.835366
    0.055145         -0.027176         0.014628          5.396342         -3.628049         1.737805
    0.063061         -0.014319         0.045101          9.878049         -2.926829         4.02439
    0.070371         0.01081         0.041354          8.567074         -3.445122         7.195122
    0.069578         0.011187         0.020193          0.457317         -4.420732         9.146341
    0.077537         -0.00023         0.018303          -5.335366         -6.097561         11.219513
    0.080584         -0.017176         0.011126          -6.158537         -6.737805         13.262196
    0.065639         0.007939         0.018081          -5.213415         -8.231708         16.920732
    0.046847         0.021781         0.009777          -5.396342         -9.085366         18.414635
    0.044314         0.018987         0.014462          -7.378049         -10.365854         19.359756
    0.044045         0.030815         0.018601          -10.182927         -10.884147         20.121952
    0.012189         0.015863         -0.001525          -11.890244         -11.585366         20.792683
    0.004673         -0.010943         0.02378          -12.042684         -11.402439         18.902439
    -0.008762         0.073082         0.06375          -12.5         -8.932927         19.024391
    -0.022244         0.043817         0.04475          -16.158537         -6.097561         15.243903
    -0.015842         0.018647         0.000839          -20         -4.329268         12.987805
    -0.019509         0.024293         -0.001086          -16.280489         -1.95122         12.5
    -0.017756         0.038575         -0.009463          -4.847561         0.670732         9.420732
    -0.018111         0.042383         0.0145          1.371951         1.707317         7.195122
    -0.015075         0.009883         0.003983          0.457317         2.073171         4.481708
    -0.040771         0.060446         -0.00404          -6.95122         0.914634         3.658537
    -0.06621         0.054802         -0.014756          -13.231708         0.335366         0.487805
    -0.074257         0.065131         -0.00282          -12.591464         0.823171         -5.213415
    -0.068195         0.021636         -0.007725          -7.77439         2.408537         -11.097561
    -0.060806         0.013598         -0.004617          -1.981707         4.054878         -15.792684
    -0.052551         0.0058         -0.011702          1.859756         6.158537         -19.390244
    -0.052588         0.025343         -0.021275          5.670732         8.993902         -23.902439
    -0.052226         -0.015663         -0.020145          10.426829         11.890244         -28.75
    -0.033969         0.001337         -0.020804          11.859756         13.719513         -32.195122
    -0.020925         -0.012407         -0.050237          8.414635         14.542684         -34.664635
    -0.024552         -0.053676         -0.059916          9.542684         15.030488         -36.25
    -0.012611         -0.071456         -0.037972          12.621951         15.091464         -36.646343
    0.001826         -0.073376         -0.035456          13.597561         14.634147         -35.365856
    0.006929         -0.043466         -0.008052          15.396342         14.573171         -33.536587
    0.030543         -0.063289         0.002152          15.304878         13.47561         -34.237804
    0.0592         -0.130709         -0.003356          7.530488         10.060976         -30.853659
    0.055759         -0.128395         -0.015185          -3.04878         6.25         -22.682928
    0.072537         -0.066388         0.012071          -9.817074         2.77439         -17.164635
    0.072287         -0.109751         0.026258          -8.109756         1.25         -11.859756
    0.066228         -0.10577         0.011631          -5.182927         -1.158537         -1.493902
    0.017826         0.069291         0.022977          -0.243902         -0.152439         7.378049
    -0.005661         0.100354         0.037327          6.707317         0.640244         6.646342
    0.001526         0.112901         0.030643          7.713415         1.707317         4.481708
    -0.014209         0.120008         0.022366          5.365854         2.103659         3.567073
    -0.023281         0.088585         0.001291          1.52439         2.073171         -0.213415
    -0.017258         0.032391         -0.015569          -3.536585         1.646342         -3.506098
    -0.00697         -0.034439         -0.016166          -4.969512         1.067073         -4.817073
    -0.001279         -0.059582         -0.006097          -2.134146         0.457317         -3.231707
    -0.001219         -0.038681         0.010162          0.97561         0.457317         -0.548781
    -0.003709         -0.001062         0.01477          2.042683         1.189024         1.432927
    -0.002186         0.027666         0.008691          1.310976         1.95122         1.95122
    0.002548         0.045765         0.003437          1.036585         2.012195         1.768293
    0.000866         0.050089         0.001773          1.676829         1.981707         0.853659
    0.004209         0.02972         -0.004831          0.670732         1.554878         -0.609756
    0.005711         0.002096         -0.010506          -0.640244         0.670732         -1.646342
    0.004569         -0.011409         -0.015631          -0.609756         -0.243902         -2.195122
    0.005217         -0.022409         -0.003911          -0.213415         -1.036585         -1.707317
    0.000463         -0.017536         0.007808          0.609756         -1.371951         -0.853659
    -0.003731         -0.006607         0.014255          1.280488         -0.97561         -0.091463
    -0.004352         -0.001184         0.013161          0.640244         -0.396341         0.182927
    -0.004458         0.00335         0.006428          0.487805         0.182927         0.030488
    -0.005129         0.005805         -0.002085          0.426829         0.609756         -0.213415
    -0.00176         0.009136         -0.007722          0.579268         0.670732         -0.121951
    0.000741         0.01141         -0.013014          1.067073         0.518293         -0.27439
    0.006647         0.002292         -0.002794          1.189024         0.091463         -0.548781
    0.008638         0.003201         0.006359          0.97561         -0.243902         -0.518293
    0.006325         0.000803         0.002548          0.335366         -0.518293         -0.27439
    0.003302         0.004353         0.006335          0.97561         -0.518293         -0.335366
    0.001079         0.003287         0.006045          1.006098         -0.396341         -0.609756
    -0.002262         0.005169         -0.000633          -0.152439         -0.213415         -0.823171
    -0.003372         -0.000552         -0.006756          -0.97561         0         -1.25
    -0.003674         -0.002981         -0.004624          -0.579268         0.121951         -1.52439
    0.002725         -0.009416         -0.004285          -0.335366         -0.060976         -1.585366
    0.004328         -0.006361         -0.001866          -0.457317         -0.091463         -1.097561
    0.004439         -0.001964         -0.001492          -0.243902         -0.304878         -0.335366
    0.000231         0.004874         -0.006077          1.493902         -0.27439         0.152439
    0.000575         0.004485         -0.001736          3.567073         -0.548781         0.396341
    0.002023         0.020581         0.01072          4.359756         -0.762195         0.884146
    -0.003655         0.005918         0.009553          3.841464         -1.067073         0.457317
    -0.002924         0.005125         0.009791          3.47561         -1.128049         0.213415
    -0.004878         0.005467         0.017793          2.530488         -1.067073         -0.060976
    -0.00527         0.001444         0.012672          0.70122         -0.914634         -0.457317
    -0.004411         -0.004509         0.004669          0.335366         -0.457317         -0.640244
    -0.00431         -0.007513         -0.005445          0.335366         -0.243902         -0.579268
    0.001044         -0.008745         -0.004942          0.243902         -0.243902         -0.457317
    0.004351         -0.00602         -0.001219          0.213415         -0.152439         -0.27439
    0.002113         0.003192         -0.005663          -0.060976         -0.213415         0.243902
    0.002081         0.007632         -0.003358          0.304878         -0.27439         0.243902
    0.004204         0.00923         -0.002296          0.70122         -0.304878         0.335366
    0.004145         0.00465         0.001288          0.853659         -0.396341         0.152439
    0.003706         -0.000577         -0.002095          0.457317         -0.335366         0.030488
    0.000035         0.001296         -0.004801          0.121951         -0.243902         -0.030488
    -0.002315         -0.004041         -0.001692          -0.121951         -0.152439         -0.487805
    0.000101         -0.009288         0.000014          0.121951         -0.121951         -0.579268
    0.007502         -0.005868         0.006065          0.121951         0.121951         -0.365854
    0.005025         0.00097         0.009931          0.030488         0.304878         0.091463
    0.001091         0.011909         -0.003579          -0.304878         0.609756         -0.030488
    0.001849         0.006988         -0.002863          -0.457317         0.487805         -0.335366
    -0.001255         0.005786         -0.001314          -0.548781         0.335366         -0.426829
    -0.000223         -0.002012         0.001097          -0.487805         0.213415         -0.640244
    0.000408         -0.004149         0.00537          -0.243902         0.335366         -0.731707
    0.001498         -0.006639         0.002343          -0.609756         0.548781         -0.70122
    -0.003294         0.00172         -0.00418          -0.792683         0.457317         -0.121951
    -0.007518         0.00704         -0.004321          -0.457317         0.27439         0
    -0.003085         0.006023         0.004551          -0.518293         0.335366         -0.365854
    -0.0011         0.00267         -0.000461          -1.006098         0.457317         -0.487805
    0.000682         -0.002161         -0.001736          -0.762195         0.609756         -0.670732
    0.00328         -0.004854         -0.000412          -0.670732         0.640244         -0.457317
    0.00028         -0.002125         -0.005408          -0.792683         0.640244         -0.365854
    -0.001534         -0.002677         -0.005498          -1.067073         0.609756         -0.335366
    -0.00025         0.000984         -0.001469          -1.189024         0.609756         -0.457317
    -0.001567         0.001568         0.000778          -1.615854         0.731707         -0.670732
    0.00148         -0.001089         -0.002112          -1.432927         0.731707         -0.853659
    0.003528         -0.001848         0.00749          -1.067073         0.640244         -0.884146
    0.003213         0.000084         0.010094          -0.945122         0.823171         -0.792683
    -0.000359         -0.000909         0.003778          -0.365854         0.670732         -0.70122
    0.003228         0.003179         0.00439          -0.518293         0.365854         -0.426829
    -0.000152         -0.001168         -0.001762          -0.579268         0.243902         -0.396341
    -0.000707         -0.003278         0.000544          -0.060976         0.27439         -0.426829
    -0.004082         -0.00399         -0.004643          -0.060976         0.335366         -0.121951
    -0.002484         -0.001629         -0.001371          -0.060976         0.091463         0.182927
    -0.001987         0.008072         0.00613          0.518293         0.182927         0.426829
    -0.001785         0.005871         0.000802          0.152439         0.579268         0.091463
    -0.002795         0.002158         -0.005999          -0.487805         0.762195         -0.396341
    0.00499         -0.001008         -0.013588          -0.579268         0.884146         -0.823171
    0.007117         -0.009205         -0.003058          0.152439         0.640244         -0.853659
    0.001983         -0.003067         0.005952          0.182927         0.609756         -0.579268
    0.001586         -0.004016         0.008082          -0.70122         0.579268         -0.518293
    0.000488         0.000303         0.003536          -1.097561         0.792683         -0.548781
    -0.00293         0.00532         -0.004593          -1.006098         0.762195         -0.518293
    -0.004883         0.00367         -0.00094          -0.426829         0.670732         -0.579268
    -0.001953         0.004694         0.006084          -0.030488         0.670732         -0.823171
    0.000195         -0.003471         -0.002945          -0.670732         0.731707         -0.762195
    -0.002774         -0.010004         -0.005481          -0.792683         0.609756         -0.70122
    -0.000461         -0.00605         -0.002237          0.27439         0.396341         -0.548781
    0.001194         0.000434         -0.001985          0.304878         0.091463         -0.030488
    0.001931         0.003472         0.005444          0.091463         0.060976         -0.030488
    0.000569         0.008637         0.002597          0         0.213415         -0.152439
    0.00065         0.00691         0.001296          -0.121951         0.213415         -0.548781
    0.005403         0.00416         -0.008338          0.060976         0.335366         -0.731707
    0.001393         -0.004093         -0.007256          0.121951         0.060976         -0.792683
    0.000528         -0.004447         0.001226          0.091463         -0.243902         -0.70122
    -0.000749         -0.007073         0.005669          -0.548781         -0.243902         -0.548781
    -0.001967         0.001763         0.003363          -0.396341         -0.182927         -0.396341
    -0.002159         0.007661         0.00269          -0.182927         0.091463         -0.27439
    -0.003095         0.00691         0.006644          0.396341         0.396341         -0.518293
    -0.002671         0.004161         -0.000544          -0.030488         0.762195         -0.792683
    -0.000184         -0.002335         -0.010201          -1.006098         0.731707         -0.945122
    0.001806         -0.005384         -0.010895          -0.762195         0.396341         -0.762195
    0.001054         -0.004698         0.000464          0.091463         0.152439         -0.457317
    0.000648         0.002296         0.007207          -0.091463         0.152439         -0.335366
    0.002667         0.004376         0.011234          -0.579268         0.335366         -0.548781
    0.001157         0.002329         0.002737          -0.670732         0.731707         -0.762195
    0.000926         0.001082         -0.002107          -0.792683         0.853659         -0.823171
    -0.001213         -0.000306         -0.004225          -0.914634         0.762195         -0.762195
    -0.00097         -0.002589         -0.00045          -0.670732         0.548781         -0.884146
    0.003521         -0.005001         0.001398          -0.640244         0.243902         -1.067073
    0.004184         -0.004782         0.005415          -0.518293         0.121951         -0.731707
    0.002175         0.00262         0.00316          -0.213415         0.030488         -0.457317
    -0.000604         0.003658         0.001552          -0.182927         0         -0.213415
    -0.00478         0.008395         -0.005204          -0.121951         0.091463         -0.243902
    -0.003043         0.003591         -0.007484          -0.670732         0.091463         -0.548781
    -0.00009         -0.001228         -0.004034          -0.853659         -0.121951         -0.792683
    -0.002416         -0.003717         0.004781          -0.792683         -0.182927         -0.548781
    -0.0033         -0.004341         0.008317          0.030488         0.182927         -0.548781
    -0.003031         -0.000934         0.003528          0.091463         0.396341         -0.518293
    -0.007503         -0.006216         0.001456          -0.548781         0.70122         -0.792683
    -0.008151         -0.014543         0.008          -0.823171         1.006098         -0.853659
    -0.014138         -0.023548         0.03433          -0.457317         1.829268         -0.823171
    -0.007794         -0.036417         0.03762          -0.152439         3.628049         -0.731707
    -0.004868         -0.060969         0.033612          -1.432927         5.609756         1.006098
    -0.001551         -0.073385         0.007944          -2.560976         7.713415         4.207317
    0.000908         -0.069059         0.000691          -1.158537         10         9.481708
    -0.04693         -0.027904         -0.129525          5.182927         11.52439         13.810976
    -0.086958         0.00795         -0.115144          11.310976         7.134147         17.92683
    -0.075231         -0.009851         -0.054029          0.914634         3.810976         18.475611
    -0.059599         -0.052021         -0.043614          -17.225611         3.47561         22.560976
    -0.028343         -0.066812         -0.037625          -20.823172         3.384146         27.195122
    -0.009198         -0.051497         -0.001194          -16.280489         3.292683         33.170731
    -0.012436         -0.038854         -0.002908          -15.304878         2.591464         40.518295
    -0.023816         -0.007255         -0.019124          -18.780489         0.70122         47.92683
    -0.034483         0.016657         -0.033072          -24.908537         -2.560976         52.865856
    -0.022117         0.029537         -0.043059          -30.853659         -6.981708         55.792683
    0.0034         0.047067         -0.028393          -31.829269         -12.073171         59.207317
    0.027525         0.067927         0.001504          -27.621952         -16.615854         61.890244
    0.024949         0.08149         0.013313          -21.310976         -19.908537         63.384148
    0.015663         0.079645         0.012213          -19.268293         -22.621952         62.621952
    0.023663         0.073872         0.025395          -23.262196         -24.817074         60.518295
    0.044907         0.072379         0.050785          -27.195122         -26.554878         57.103661
    0.048621         0.056341         0.067972          -27.5         -27.256098         53.445122
    0.038311         0.051323         0.060627          -24.024391         -26.067074         49.481709
    0.025375         0.051214         0.035611          -19.420732         -23.932928         44.939026
    0.041003         0.032378         0.021458          -15.731708         -22.37805         38.597561
    0.059365         0.019457         0.028104          -14.756098         -22.012196         33.5061
    0.044367         0.008339         0.029124          -15.884147         -21.890244         30.579269
    0.025533         -0.007001         0.018416          -15.792684         -21.25         27.195122
    0.025504         -0.019468         0.007116          -14.237805         -20.396341         22.865854
    0.029583         -0.012645         0.003739          -11.310976         -19.603659         18.841463
    0.025034         -0.014998         -0.001305          -8.658537         -19.359756         15.27439
    0.01573         -0.011803         -0.003779          -7.073171         -19.207317         12.713415
    0.013756         -0.01374         0.000493          -7.286585         -18.597561         10.091464
    0.019403         -0.041265         -0.005075          -8.323171         -17.865854         7.317073
    0.018452         -0.049028         -0.002107          -8.079268         -16.737804         5.884147
    0.001676         -0.054261         0.002612          -6.158537         -15.579268         5.396342
    -0.013698         -0.031104         0.005605          -4.176829         -14.420732         5.853659
    -0.021506         0.000312         -0.005672          -3.628049         -13.140244         5.304878
    -0.013884         -0.013618         -0.019577          -4.390244         -12.621951         3.018293
    -0.014232         -0.033941         -0.016833          -4.786585         -12.22561         2.195122
    -0.028573         0.004292         -0.015615          -2.286585         -11.219513         3.170732
    -0.024617         0.014372         -0.011516          0.121951         -9.939025         0.792683
    -0.010904         0.008763         -0.02015          -0.121951         -9.45122         -1.95122
    0.003972         0.012088         -0.010261          -2.164634         -9.72561         -3.628049
    0.012943         -0.042478         0.087299          -6.341464         -7.22561         -4.969512
    0.003128         -0.090037         0.049918          -5.945122         -1.402439         -4.847561
    -0.029138         -0.014998         0.011809          0.457317         1.25         -1.067073
    -0.011592         -0.029381         -0.039381          -0.030488         2.652439         -2.164634
    -0.015133         -0.011005         -0.055333          -1.676829         2.195122         -0.030488
    -0.010153         0.013071         -0.044071          -0.152439         0.853659         1.189024
    0.000862         0.016316         -0.014944          1.981707         -0.396341         1.006098
    -0.001068         0.016178         0.005037          3.079268         -0.731707         0.579268
    -0.004761         0.009622         0.010279          1.554878         -0.457317         0.091463
    -0.003809         0.003987         -0.0033          -0.396341         0.426829         -0.426829
    0.000078         -0.004428         -0.01514          -1.128049         0.884146         -0.762195
    0.002406         -0.005886         -0.02051          -0.792683         1.067073         -0.548781
    -0.000614         -0.00549         -0.017385          -0.335366         0.853659         -0.060976
    -0.002444         -0.004587         -0.003752          -0.243902         0.731707         -0.27439
    0.000974         -0.002303         -0.000853          -0.823171         1.006098         -0.304878
    -0.002736         -0.005358         -0.004003          -1.371951         1.493902         -0.365854
    -0.003166         0.001964         0.001485          -2.012195         1.341463         -0.182927
    -0.000579         0.004891         0.003532          -1.95122         1.219512         -0.152439
    -0.002417         0.000983         0.005169          -0.640244         1.310976         -0.396341
    -0.005254         0.000005         0.001596          -0.487805         1.432927         -0.365854
    -0.006937         0.000786         -0.000285          -1.067073         1.402439         -0.365854
    -0.003792         -0.006207         -0.000033          -1.676829         1.067073         -0.609756
    -0.001666         -0.002818         0.003489          -1.707317         0.945122         -0.060976
    -0.000161         0.004582         0.004745          -1.097561         1.036585         0.243902
    -0.001887         0.009525         -0.001087          -0.548781         1.280488         0.060976
    -0.002291         0.002737         -0.002237          -0.884146         1.219512         -0.426829
    -0.001833         -0.003279         -0.004915          -1.25         1.036585         -0.548781
    -0.005177         -0.009459         -0.002174          -1.158537         0.914634         -0.518293
    0.000351         -0.006981         0.00373          -0.670732         0.914634         -0.152439
    0.001062         -0.000312         -0.00229          -0.030488         1.036585         0.243902
    -0.001299         0.00893         -0.004761          0         1.128049         0.27439
    -0.005336         0.006949         -0.002051          -0.792683         1.006098         -0.091463
    0.0012         -0.010261         0.003632          -1.585366         1.067073         -0.914634
    0.002132         -0.007232         -0.000024          -1.554878         1.280488         -0.487805
    0.004049         -0.002075         -0.00666          -0.640244         1.585366         -0.121951
    0.004802         0.003418         -0.007867          0.060976         1.25         0.335366
    -0.001627         0.013086         -0.002192          0.091463         1.097561         0.396341
    -0.008138         0.00793         0.001372          -1.402439         0.884146         -0.182927
    -0.004557         -0.007719         0.012621          -2.22561         0.97561         -0.97561
    0.000261         -0.015355         0.006386          -1.859756         1.737805         -0.762195
    0.000794         -0.002518         -0.00329          -1.067073         2.073171         -0.487805
    0.00044         0.001501         -0.009077          -0.243902         2.073171         -0.365854
    -0.000038         0.002568         -0.003941          0.060976         1.646342         -0.335366
    -0.001984         0.00225         0.003097          -0.27439         1.067073         -0.060976
    -0.003736         0.004339         0.004431          -0.914634         0.762195         0
    0.001894         -0.001412         0.006474          -0.792683         0.70122         -0.426829
    0.001711         0.005316         0.00225          -0.304878         0.914634         0.030488
    -0.003905         0.0023         -0.005036          -0.091463         0.792683         -0.152439
    -0.004296         -0.001676         -0.002662          -0.152439         0.731707         -0.548781
    -0.002069         -0.009153         -0.000372          -1.006098         0.640244         -0.792683
    0.003813         -0.008299         -0.003227          -1.158537         0.762195         -0.487805
    0.00598         -0.004296         -0.004925          0.030488         0.823171         -0.091463
    0.004003         0.003399         -0.000815          0.823171         0.670732         0.152439
    0.005937         0.00897         -0.003191          0.548781         0.823171         0.060976
    -0.000915         0.005418         -0.007631          -0.609756         0.884146         -0.213415
    -0.001708         0.004725         0.001317          -1.463415         0.640244         -0.731707
    -0.000976         0.003585         0.003007          -1.402439         0.823171         -1.128049
    0         -0.008656         0.003187          -1.128049         0.97561         -1.280488
    -0.00039         -0.003214         0.00626          -0.70122         1.036585         -0.731707
    -0.007929         -0.00179         -0.003586          -1.189024         1.036585         -0.579268
    -0.008297         -0.002408         -0.001306          -1.219512         0.97561         -0.731707
    -0.000778         0.002761         0.005596          -0.640244         0.884146         -0.548781
    0.00055         0.009435         0.001352          -0.457317         1.097561         -0.182927
    -0.003271         0.007158         -0.002434          -0.70122         1.097561         -0.487805
    -0.005156         0.000062         -0.002729          -1.493902         0.914634         -0.670732
    -0.003734         -0.01206         0.003872          -1.52439         0.914634         -1.128049
    0.002286         -0.018046         0.002316          -0.579268         1.006098         -0.884146
    0.006712         -0.004671         -0.001077          0.518293         1.25         0.213415
    0.004002         0.008177         -0.002229          0.579268         1.036585         0.640244
    0.003202         0.009081         -0.005689          -0.060976         0.792683         0.487805
    0.000413         0.009218         0.002285          -0.640244         0.396341         0.182927
    -0.00006         -0.003563         0.013546          -0.792683         0.70122         -0.335366
    -0.001025         -0.013984         -0.001077          -0.335366         1.432927         -0.060976
    -0.004726         -0.01314         -0.014338          2.256098         1.768293         0.548781
    -0.003         -0.000356         -0.010103          3.75         1.341463         0.731707
    -0.008259         0.017879         0.003636          2.77439         1.280488         1.25
    -0.00231         0.010983         0.010721          0.884146         1.158537         0.548781
    -0.000872         0.002146         0.009749          0.518293         1.463415         0.213415
    0.002623         0.001717         0.00233          1.341463         1.737805         0.182927
    0.003856         0.001178         -0.005948          1.310976         1.798781         0.579268
    -0.000626         0.010708         -0.00886          0.304878         1.280488         0.731707
    -0.002845         0.007981         0.001115          -0.030488         0.853659         0.182927
    -0.000518         -0.000842         0.008509          -0.365854         0.762195         -0.304878
    -0.00061         -0.006533         0.005635          -0.548781         0.853659         -0.518293
    0.002051         -0.001516         -0.000765          0.060976         0.945122         -0.121951
    -0.000507         -0.001017         -0.002175          0.243902         1.006098         -0.152439
    -0.002359         -0.004329         -0.002521          0.365854         0.70122         -0.365854
    -0.002473         -0.003854         0.003647          -0.121951         0.396341         -0.365854
    0.001342         -0.001521         0.004285          -0.182927         0.304878         -0.27439
    0.002831         0.003276         0.000108          0.487805         0.304878         0.091463
    0.00207         0.003402         -0.006945          1.280488         0.27439         0.396341
    -0.004204         0.000768         -0.003017          2.042683         0.27439         0.487805
    -0.003168         0.000029         0.002469          2.012195         0.243902         0.365854
    0.001763         -0.015211         -0.000368          2.347561         0.457317         0
    0.00727         -0.022911         -0.012013          5.030488         0.792683         0.487805
    0.010699         -0.017157         -0.003165          9.237805         1.310976         1.981707
    0.011879         -0.006109         0.007624          12.591464         1.280488         3.47561
    0.018683         0.005465         0.015669          12.682927         1.25         4.29878
    0.021782         0.019801         0.010387          11.219513         1.280488         4.847561
    0.030512         0.009982         0.025692          10.365854         1.097561         5.487805
    0.038081         -0.007249         0.026609          12.926829         0.609756         5.426829
    0.048043         0.006701         0.028709          9.481708         -1.646342         7.22561
    0.02906         0.020595         -0.000861          1.615854         -3.170732         10.060976
    0.022857         0.013156         -0.013384          -1.067073         -4.817073         9.847561
    0.029418         0.006814         0.002964          1.585366         -6.097561         9.481708
    0.009668         0.051545         0.006083          4.542683         -7.103659         10.426829
    -0.021368         0.083619         0.040608          5.609756         -7.865854         8.658537
    -0.041117         0.086231         0.05358          2.621951         -7.439024         4.420732
    -0.06805         0.091641         0.073333          0         -3.871951         -0.640244
    -0.074167         0.070774         0.053198          -0.884146         -0.182927         -7.134147
    -0.08824         0.047244         -0.007247          -2.621951         3.018293         -12.073171
    -0.110045         0.03467         -0.033532          -0.792683         7.22561         -16.95122
    -0.108348         0.034181         -0.043232          6.371952         11.128049         -22.652439
    -0.07789         0.038283         -0.042788          13.04878         14.146341         -27.92683
    -0.050202         0.042931         -0.019387          16.920732         16.402439         -32.103661
    -0.039381         0.02497         -0.003986          18.353659         18.567074         -35.792683
    -0.034044         -0.009321         -0.031509          16.067074         20.365854         -38.932926
    -0.037782         -0.040465         -0.076379          13.140244         20.42683         -40.487804
    -0.032179         -0.079247         -0.084736          13.353659         18.536587         -41.371952
    0.006679         -0.082538         -0.023258          17.987804         18.170732         -41.280487
    0.060617         -0.129702         -0.004739          19.573172         17.987804         -39.817074
    0.070368         -0.14341         -0.039924          19.237804         15.731708         -33.048782
    0.052193         -0.123127         -0.027838          21.707317         11.585366         -24.725611
    0.082379         -0.088345         -0.015239          16.981709         6.768293         -18.780489
    0.085044         -0.060325         -0.013558          5.030488         -0.335366         -14.786586
    0.094012         -0.084783         0.007513          -1.646342         -7.317073         -18.323172
    0.129116         -0.072709         0.00601          -1.280488         -10.884147         -23.932928
    0.121847         -0.034925         0.003246          1.341463         -7.926829         -13.871951
    0.123845         0.014052         0.039511          6.189024         -10.884147         4.969512
    0.083256         0.044054         0.056804          7.286585         -11.219513         15.060976
    0.06387         0.070204         0.055013          -1.676829         -12.865854         26.554878
    0.048557         0.068273         0.049089          -1.920732         -13.353659         33.475609
    0.057791         0.041728         0.049818          2.103659         -13.414635         36.67683
    0.02885         0.046077         0.033214          0.243902         -13.628049         44.542683
    -0.004654         0.103463         0.041219          -1.768293         -15.518293         44.268295
    0.007605         0.056794         0.038835          -11.707317         -13.75         25.640245
    0.011748         0.020045         0.033607          -16.280489         -15.54878         21.310976
    -0.012867         0.064864         0.056573          -13.47561         -14.72561         24.390244
    -0.002677         0.042126         0.025141          -14.939025         -13.414635         20.609756
    -0.025188         0.052646         -0.017582          -18.384148         -13.109756         20
    -0.062143         0.065945         -0.030472          -15.152439         -12.134147         17.256098
    -0.080769         0.091232         0.011169          -8.414635         -11.128049         10.091464
    -0.098209         0.070447         0.023779          -6.52439         -9.695122         3.04878
